hanzi,trad,radical_no,stroke_count,hsk_char_level,hsk_write_lvl,freq_rank
獞,,94,15,,,
獟,,94,15,,,
獠,,94,15,,,
獡,,94,14,,,
獢,,94,15,,,
獣,,94,16,,,
獤,,94,15,,,
獥,,94,16,,,
獦,,94,15,,,
獧,,94,16,,,
獨,,94,16,,,
獩,,94,16,,,
獪,,94,16,,,
獫,,94,16,,,
獬,,94,16,,,
獭,,94,16,,,
獮,,94,17,,,
獯,,94,17,,,
獰,,94,17,,,
獱,,94,17,,,
獲,,94,16,,,
獳,,94,17,,,
獴,,94,16,,,
獵,,94,18,,,
獶,,94,18,,,
獷,,94,17,,,
獸,,94,19,,,
獹,,94,19,,,
獺,,94,19,,,
獻,,94,20,,,
獼,,94,20,,,
獽,,94,20,,,
獾,,94,20,,,
獿,,94,22,,,
玀,,94,22,,,
玁,,94,22,,,
玂,,94,22,,,
玃,,94,23,,,
玄,,95,5,,,
玅,,95,9,,,
玆,,95,10,,,
率,,95,11,,,
玈,,95,11,,,
玉,,96,5,,,
玊,,96,5,,,
王,,96,4,,,
玌,,96,5,,,
玍,,96,5,,,
玎,,96,6,,,
玏,,96,6,,,
玐,,96,6,,,
玑,,96,6,,,
玒,,96,7,,,
玓,,96,7,,,
玔,,96,7,,,
玕,,96,7,,,
玖,,96,7,,,
玗,,96,7,,,
玘,,96,7,,,
玙,,96,7,,,
玚,,96,7,,,
玛,,96,7,,,
玜,,96,8,,,
玝,,96,8,,,
玞,,96,8,,,
玟,,96,8,,,
玠,,96,8,,,
玡,,96,8,,,
玢,,96,8,,,
玣,,96,8,,,
玤,,96,8,,,
玥,,96,8,,,
玦,,96,8,,,
玧,,96,8,,,
玨,,96,8,,,
玩,,96,8,,,
玪,,96,8,,,
玫,,96,8,,,
玬,,96,8,,,
玭,,96,8,,,
玮,,96,8,,,
环,,96,8,,,
现,,96,8,,,
玱,,96,8,,,
玲,,96,9,,,
玳,,96,9,,,
玴,,96,9,,,
玵,,96,9,,,
玶,,96,9,,,
玷,,96,9,,,
玸,,96,9,,,
玹,,96,9,,,
玺,,96,10,,,
玻,,96,9,,,
玼,,96,10,,,
玽,,96,9,,,
玾,,96,9,,,
玿,,96,9,,,
珀,,96,9,,,
珁,,96,8,,,
珂,,96,9,,,
珃,,96,9,,,
珄,,96,9,,,
珅,,96,9,,,
珆,,96,9,,,
珇,,96,9,,,
珈,,96,9,,,
珉,,96,9,,,
珊,,96,9,,,
珋,,96,9,,,
珌,,96,9,,,
珍,,96,9,,,
珎,,96,9,,,
珏,,96,9,,,
珐,,96,9,,,
珑,,96,9,,,
珒,,96,10,,,
珓,,96,10,,,
珔,,96,10,,,
珕,,96,10,,,
珖,,96,10,,,
珗,,96,10,,,
珘,,96,10,,,
珙,,96,10,,,
珚,,96,10,,,
珛,,96,10,,,
珜,,96,10,,,
珝,,96,10,,,
珞,,96,10,,,
珟,,96,10,,,
珠,,96,10,,,
珡,,96,10,,,
珢,,96,10,,,
珣,,96,10,,,
珤,,96,10,,,
珥,,96,10,,,
珦,,96,10,,,
珧,,96,10,,,
珨,,96,10,,,
珩,,96,10,,,
珪,,96,10,,,
珫,,96,10,,,
珬,,96,10,,,
班,,96,10,,,
珮,,96,10,,,
珯,,96,10,,,
珰,,96,10,,,
珱,,96,10,,,
珲,,96,10,,,
珳,,96,11,,,
珴,,96,11,,,
珵,,96,11,,,
珶,,96,11,,,
珷,,96,12,,,
珸,,96,11,,,
珹,,96,10,,,
珺,,96,11,,,
珻,,96,11,,,
珼,,96,11,,,
珽,,96,10,,,
現,,96,11,,,
珿,,96,11,,,
琀,,96,11,,,
琁,,96,11,,,
琂,,96,11,,,
球,,96,11,,,
琄,,96,11,,,
琅,,96,11,,,
理,,96,11,,,
琇,,96,11,,,
琈,,96,11,,,
琉,,96,11,,,
琊,,96,10,,,
琋,,96,11,,,
琌,,96,11,,,
琍,,96,11,,,
琎,,96,11,,,
琏,,96,11,,,
琐,,96,11,,,
琑,,96,11,,,
琒,,96,11,,,
琓,,96,11,,,
琔,,96,12,,,
琕,,96,12,,,
琖,,96,12,,,
琗,,96,12,,,
琘,,96,12,,,
琙,,96,12,,,
琚,,96,12,,,
琛,,96,12,,,
琜,,96,12,,,
琝,,96,12,,,
琞,,96,13,,,
琟,,96,12,,,
琠,,96,12,,,
琡,,96,12,,,
琢,,96,12,,,
琣,,96,12,,,
琤,,96,10,,,
琥,,96,12,,,
琦,,96,12,,,
琧,,96,13,,,
琨,,96,12,,,
琩,,96,12,,,
琪,,96,12,,,
琫,,96,12,,,
琬,,96,12,,,
琭,,96,12,,,
琮,,96,12,,,
琯,,96,12,,,
琰,,96,12,,,
琱,,96,12,,,
琲,,96,12,,,
琳,,96,12,,,
琴,,96,12,,,
琵,,96,12,,,
琶,,96,12,,,
琷,,96,11,,,
琸,,96,12,,,
琹,,96,12,,,
琺,,96,12,,,
琻,,96,12,,,
琼,,96,12,,,
琽,,96,12,,,
琾,,96,13,,,
琿,,96,13,,,
瑀,,96,13,,,
瑁,,96,13,,,
瑂,,96,13,,,
瑃,,96,13,,,
瑄,,96,13,,,
瑅,,96,13,,,
瑆,,96,13,,,
瑇,,96,13,,,
瑈,,96,13,,,
瑉,,96,13,,,
瑊,,96,13,,,
瑋,,96,13,,,
瑌,,96,13,,,
瑍,,96,13,,,
瑎,,96,13,,,
瑏,,96,13,,,
瑐,,96,13,,,
瑑,,96,13,,,
瑒,,96,13,,,
瑓,,96,13,,,
瑔,,96,13,,,
瑕,,96,13,,,
瑖,,96,13,,,
瑗,,96,13,,,
瑘,,96,12,,,
瑙,,96,13,,,
瑚,,96,13,,,
瑛,,96,12,,,
瑜,,96,13,,,
瑝,,96,13,,,
瑞,,96,13,,,
瑟,,96,13,,,
瑠,,96,14,,,
瑡,,96,14,,,
瑢,,96,14,,,
瑣,,96,14,,,
瑤,,96,14,,,
瑥,,96,13,,,
瑦,,96,14,,,
瑧,,96,14,,,
瑨,,96,14,,,
瑩,,96,15,,,
瑪,,96,14,,,
瑫,,96,14,,,
瑬,,96,15,,,
瑭,,96,14,,,
瑮,,96,14,,,
瑯,,96,12,,,
瑰,,96,13,,,
瑱,,96,14,,,
瑲,,96,14,,,
瑳,,96,13,,,
瑴,,96,14,,,
瑵,,96,13,,,
瑶,,96,14,,,
瑷,,96,14,,,
瑸,,96,14,,,
瑹,,96,14,,,
瑺,,96,15,,,
瑻,,96,15,,,
瑼,,96,15,,,
瑽,,96,15,,,
瑾,,96,15,,,
瑿,,96,16,,,
璀,,96,15,,,
璁,,96,15,,,
璂,,96,15,,,
璃,,96,14,,,
璄,,96,15,,,
璅,,96,15,,,
璆,,96,15,,,
璇,,96,15,,,
璈,,96,14,,,
璉,,96,14,,,
璊,,96,15,,,
璋,,96,15,,,
璌,,96,15,,,
璍,,96,14,,,
璎,,96,15,,,
璏,,96,16,,,
璐,,96,17,,,
璑,,96,16,,,
璒,,96,16,,,
璓,,96,14,,,
璔,,96,16,,,
璕,,96,16,,,
璖,,96,15,,,
璗,,96,17,,,
璘,,96,16,,,
璙,,96,16,,,
璚,,96,16,,,
璛,,96,17,,,
璜,,96,15,,,
璝,,96,16,,,
璞,,96,16,,,
璟,,96,16,,,
璠,,96,16,,,
璡,,96,15,,,
璢,,96,16,,,
璣,,96,16,,,
璤,,96,16,,,
璥,,96,16,,,
璦,,96,17,,,
璧,,96,18,,,
璨,,96,17,,,
璩,,96,17,,,
璪,,96,17,,,
璫,,96,17,,,
璬,,96,17,,,
璭,,96,16,,,
璮,,96,17,,,
璯,,96,17,,,
環,,96,17,,,
璱,,96,17,,,
璲,,96,16,,,
璳,,96,17,,,
璴,,96,17,,,
璵,,96,17,,,
璶,,96,18,,,
璷,,96,19,,,
璸,,96,18,,,
璹,,96,18,,,
璺,,96,20,,,
璻,,96,18,,,
璼,,96,18,,,
璽,,96,19,,,
璾,,96,18,,,
璿,,96,18,,,
瓀,,96,18,,,
瓁,,96,17,,,
瓂,,96,17,,,
瓃,,96,19,,,
瓄,,96,19,,,
瓅,,96,19,,,
瓆,,96,19,,,
瓇,,96,19,,,
瓈,,96,19,,,
瓉,,96,19,,,
瓊,,96,18,,,
瓋,,96,18,,,
瓌,,96,20,,,
瓍,,96,18,,,
瓎,,96,20,,,
瓏,,96,20,,,
瓐,,96,20,,,
瓑,,96,20,,,
瓒,,96,20,,,
瓓,,96,21,,,
瓔,,96,21,,,
瓕,,96,22,,,
瓖,,96,21,,,
瓗,,96,22,,,
瓘,,96,21,,,
瓙,,96,22,,,
瓚,,96,23,,,
瓛,,96,24,,,
瓜,,97,5,,,
瓝,,97,8,,,
瓞,,97,10,,,
瓟,,97,10,,,
瓠,,97,11,,,
瓡,,97,13,,,
瓢,,97,16,,,
瓣,,97,19,,,
瓤,,97,22,,,
瓥,,97,24,,,
瓦,,98,4,,,
瓧,,98,7,,,
瓨,,98,7,,,
瓩,,98,7,,,
瓪,,98,8,,,
瓫,,98,8,,,
瓬,,98,8,,,
瓭,,98,8,,,
瓮,,98,8,,,
瓯,,98,8,,,
瓰,,98,8,,,
瓱,,98,9,,,
瓲,,98,8,,,
瓳,,98,9,,,
瓴,,98,9,,,
瓵,,98,9,,,
瓶,,98,10,,,
瓷,,98,10,,,
瓸,,98,11,,,
瓹,,98,11,,,
瓺,,98,11,,,
瓻,,98,11,,,
瓼,,98,11,,,
瓽,,98,12,,,
瓾,,98,12,,,
瓿,,98,12,,,
甀,,98,12,,,
甁,,98,12,,,
甂,,98,13,,,
甃,,98,13,,,
甄,,98,13,,,
甅,,98,13,,,
甆,,98,13,,,
甇,,98,14,,,
甈,,98,14,,,
甉,,98,14,,,
甊,,98,15,,,
甋,,98,15,,,
甌,,98,15,,,
甍,,98,14,,,
甎,,98,15,,,
甏,,98,16,,,
甐,,98,16,,,
甑,,98,16,,,
甒,,98,16,,,
甓,,98,17,,,
甔,,98,17,,,
甕,,98,17,,,
甖,,98,18,,,
甗,,98,20,,,
甘,,99,5,,,
甙,,99,8,,,
甚,,99,9,,,
甛,,99,11,,,
甜,,99,11,,,
甝,,99,13,,,
甞,,99,13,,,
生,,100,5,,,
甠,,100,9,,,
甡,,100,10,,,
產,,100,11,,,
産,,100,11,,,
甤,,100,12,,,
甥,,100,12,,,
甦,,100,12,,,
甧,,100,14,,,
用,,101,5,,,
甩,,101,5,,,
甪,,101,6,,,
甫,,101,7,,,
甬,,101,7,,,
甭,,101,9,,,
甮,,101,9,,,
甯,,101,12,,,
田,,102,5,,,
由,,102,5,,,
甲,,102,5,,,
申,,102,5,,,
甴,,102,5,,,
电,,102,5,,,
甶,,102,6,,,
男,,102,7,,,
甸,,102,7,,,
甹,,102,7,,,
町,,102,7,,,
画,,102,8,,,
甼,,102,7,,,
甽,,102,8,,,
甾,,102,8,,,
甿,,102,8,,,
畀,,102,8,,,
畁,,102,8,,,
畂,,102,8,,,
畃,,102,8,,,
畄,,102,8,,,
畅,,102,8,,,
畆,,102,9,,,
畇,,102,9,,,
畈,,102,9,,,
畉,,102,9,,,
畊,,102,9,,,
畋,,102,9,,,
界,,102,9,,,
畍,,102,9,,,
畎,,102,9,,,
畏,,102,9,,,
畐,,102,9,,,
畑,,102,9,,,
畒,,102,9,,,
畓,,102,9,,,
畔,,102,10,,,
畕,,102,10,,,
畖,,102,10,,,
畗,,102,10,,,
畘,,102,10,,,
留,,102,10,,,
畚,,102,10,,,
畛,,102,10,,,
畜,,102,10,,,
畝,,102,10,,,
畞,,102,10,,,
畟,,102,10,,,
畠,,106,10,,,
畡,,102,11,,,
畢,,102,10,,,
畣,,102,11,,,
畤,,102,11,,,
略,,102,11,,,
畦,,102,11,,,
畧,,102,11,,,
畨,,119,11,,,
畩,,102,11,,,
番,,102,12,,,
畫,,102,12,,,
畬,,102,12,,,
畭,,102,12,,,
畮,,102,12,,,
畯,,102,12,,,
異,,102,11,,,
畱,,102,12,,,
畲,,102,12,,,
畳,,102,12,,,
畴,,102,12,,,
畵,,102,13,,,
當,,102,13,,,
畷,,102,13,,,
畸,,102,13,,,
畹,,102,13,,,
畺,,102,13,,,
畻,,102,14,,,
畼,,102,14,,,
畽,,102,14,,,
畾,,102,15,,,
畿,,102,15,,,
疀,,102,16,,,
疁,,102,16,,,
疂,,102,16,,,
疃,,102,17,,,
疄,,102,17,,,
疅,,102,18,,,
疆,,102,19,,,
疇,,102,19,,,
疈,,102,20,,,
疉,,102,20,,,
疊,,102,22,,,
疋,,103,5,,,
疌,,103,8,,,
疍,,103,10,,,
疎,,103,12,,,
疏,,103,12,,,
疐,,103,14,,,
疑,,103,14,,,
疒,,104,5,,,
疓,,104,7,,,
疔,,104,7,,,
疕,,104,7,,,
疖,,104,7,,,
疗,,104,7,,,
疘,,104,8,,,
疙,,104,8,,,
疚,,104,8,,,
疛,,104,8,,,
疜,,104,8,,,
疝,,104,8,,,
疞,,104,8,,,
疟,,104,8,,,
疠,,104,8,,,
疡,,104,8,,,
疢,,104,9,,,
疣,,104,9,,,
疤,,104,9,,,
疥,,104,9,,,
疦,,104,9,,,
疧,,104,9,,,
疨,,104,9,,,
疩,,104,9,,,
疪,,104,9,,,
疫,,104,9,,,
疬,,104,9,,,
疭,,104,9,,,
疮,,104,9,,,
疯,,104,9,,,
疰,,104,10,,,
疱,,104,10,,,
疲,,104,10,,,
疳,,104,10,,,
疴,,104,10,,,
疵,,104,11,,,
疶,,104,10,,,
疷,,104,10,,,
疸,,104,10,,,
疹,,104,10,,,
疺,,104,9,,,
疻,,104,10,,,
疼,,104,10,,,
疽,,104,10,,,
疾,,104,10,,,
疿,,104,10,,,
痀,,104,10,,,
痁,,104,10,,,
痂,,104,10,,,
痃,,104,10,,,
痄,,104,10,,,
病,,104,10,,,
痆,,104,10,,,
症,,104,10,,,
痈,,104,10,,,
痉,,104,10,,,
痊,,104,11,,,
痋,,104,11,,,
痌,,104,11,,,
痍,,104,11,,,
痎,,104,11,,,
痏,,104,11,,,
痐,,104,11,,,
痑,,104,11,,,
痒,,104,11,,,
痓,,104,11,,,
痔,,104,11,,,
痕,,104,11,,,
痖,,104,11,,,
痗,,104,12,,,
痘,,104,12,,,
痙,,104,12,,,
痚,,104,12,,,
痛,,104,12,,,
痜,,104,12,,,
痝,,104,12,,,
痞,,104,12,,,
痟,,104,12,,,
痠,,104,12,,,
痡,,104,12,,,
痢,,104,12,,,
痣,,104,12,,,
痤,,104,12,,,
痥,,104,12,,,
痦,,104,12,,,
痧,,104,12,,,
痨,,104,12,,,
痩,,104,12,,,
痪,,104,12,,,
痫,,104,12,,,
痬,,104,13,,,
痭,,104,13,,,
痮,,104,13,,,
痯,,104,13,,,
痰,,104,13,,,
痱,,104,13,,,
痲,,104,13,,,
痳,,104,13,,,
痴,,104,13,,,
痵,,104,13,,,
痶,,104,13,,,
痷,,104,13,,,
痸,,104,13,,,
痹,,104,13,,,
痺,,104,13,,,
痻,,104,13,,,
痼,,104,13,,,
痽,,104,13,,,
痾,,104,12,,,
痿,,104,13,,,
瘀,,104,13,,,
瘁,,104,13,,,
瘂,,104,13,,,
瘃,,104,13,,,
瘄,,104,13,,,
瘅,,104,13,,,
瘆,,104,13,,,
瘇,,104,14,,,
瘈,,104,14,,,
瘉,,104,14,,,
瘊,,104,14,,,
瘋,,104,14,,,
瘌,,104,14,,,
瘍,,104,14,,,
瘎,,104,14,,,
瘏,,104,13,,,
瘐,,104,13,,,
瘑,,104,13,,,
瘒,,104,14,,,
瘓,,104,14,,,
瘔,,104,13,,,
瘕,,104,14,,,
瘖,,104,14,,,
瘗,,104,14,,,
瘘,,104,14,,,
瘙,,104,14,,,
瘚,,104,15,,,
瘛,,104,15,,,
瘜,,104,15,,,
瘝,,104,15,,,
瘞,,104,15,,,
瘟,,104,14,,,
瘠,,104,15,,,
瘡,,104,15,,,
瘢,,104,15,,,
瘣,,104,14,,,
瘤,,104,15,,,
瘥,,104,14,,,
瘦,,104,14,,,
瘧,,104,14,,,
瘨,,104,15,,,
瘩,,104,14,,,
瘪,,104,15,,,
瘫,,104,15,,,
瘬,,104,16,,,
瘭,,104,16,,,
瘮,,104,16,,,
瘯,,104,16,,,
瘰,,104,16,,,
瘱,,104,16,,,
瘲,,104,16,,,
瘳,,104,16,,,
瘴,,104,16,,,
瘵,,104,16,,,
瘶,,104,16,,,
瘷,,104,16,,,
瘸,,104,16,,,
瘹,,104,16,,,
瘺,,104,16,,,
瘻,,104,16,,,
瘼,,104,15,,,
瘽,,104,16,,,
瘾,,104,16,,,
瘿,,104,16,,,
癀,,104,16,,,
癁,,104,17,,,
療,,104,17,,,
癃,,104,16,,,
癄,,104,17,,,
癅,,104,17,,,
癆,,104,17,,,
癇,,104,17,,,
癈,,104,17,,,
癉,,104,17,,,
癊,,104,15,,,
癋,,104,17,,,
癌,,104,17,,,
癍,,104,17,,,
癎,,104,17,,,
癏,,104,18,,,
癐,,104,18,,,
癑,,104,18,,,
癒,,104,18,,,
癓,,104,18,,,
癔,,104,18,,,
癕,,104,18,,,
癖,,104,18,,,
癗,,104,18,,,
癘,,104,17,,,
癙,,104,18,,,
癚,,104,18,,,
癛,,104,18,,,
癜,,104,18,,,
癝,,104,18,,,
癞,,104,18,,,
癟,,104,19,,,
癠,,104,19,,,
癡,,104,19,,,
癢,,104,19,,,
癣,,104,19,,,
癤,,104,18,,,
癥,,104,20,,,
癦,,104,20,,,
癧,,104,21,,,
癨,,104,21,,,
癩,,104,21,,,
癪,,104,21,,,
癫,,104,21,,,
癬,,104,22,,,
癭,,104,22,,,
癮,,104,21,,,
癯,,104,23,,,
癰,,104,23,,,
癱,,104,24,,,
癲,,104,24,,,
癳,,104,26,,,
癴,,104,28,,,
癵,,104,30,,,
癶,,105,5,,,
癷,,105,8,,,
癸,,105,9,,,
癹,,105,9,,,
発,,105,9,,,
登,,105,12,,,
發,,105,12,,,
白,,106,5,,,
百,,106,6,,,
癿,,106,6,,,
皀,,106,7,,,
皁,,106,7,,,
皂,,106,7,,,
皃,,106,7,,,
的,,106,8,,,
皅,,106,9,,,
皆,,106,9,,,
皇,,106,9,,,
皈,,106,9,,,
皉,,106,11,,,
皊,,106,10,,,
皋,,106,10,,,
皌,,106,10,,,
皍,,106,9,,,
皎,,106,11,,,
皏,,106,11,,,
皐,,106,11,,,
皑,,106,11,,,
皒,,106,12,,,
皓,,106,12,,,
皔,,106,12,,,
皕,,106,12,,,
皖,,106,12,,,
皗,,106,13,,,
皘,,106,13,,,
皙,,106,13,,,
皚,,106,15,,,
皛,,106,15,,,
皜,,106,15,,,
皝,,106,15,,,
皞,,106,15,,,
皟,,106,16,,,
皠,,106,16,,,
皡,,106,16,,,
皢,,106,17,,,
皣,,106,15,,,
皤,,106,17,,,
皥,,106,17,,,
皦,,106,18,,,
皧,,106,18,,,
皨,,106,18,,,
皩,,106,19,,,
皪,,106,20,,,
皫,,106,20,,,
皬,,106,21,,,
皭,,106,22,,,
皮,,107,5,,,
皯,,107,8,,,
皰,,107,10,,,
皱,,107,10,,,
皲,,107,11,,,
皳,,107,12,,,
皴,,107,12,,,
皵,,107,13,,,
皶,,107,14,,,
皷,,107,14,,,
皸,,107,14,,,
皹,,107,14,,,
皺,,107,15,,,
皻,,107,16,,,
皼,,107,17,,,
皽,,107,18,,,
皾,,107,20,,,
皿,,108,5,,,
盀,,108,7,,,
盁,,108,7,,,
盂,,108,8,,,
盃,,108,9,,,
盄,,108,9,,,
盅,,108,9,,,
盆,,108,9,,,
盇,,108,9,,,
盈,,108,9,,,
盉,,108,10,,,
益,,108,10,,,
盋,,108,10,,,
盌,,108,10,,,
盍,,108,10,,,
盎,,108,10,,,
盏,,108,10,,,
盐,,108,10,,,
监,,108,10,,,
盒,,108,11,,,
盓,,108,11,,,
盔,,108,11,,,
盕,,108,11,,,
盖,,108,11,,,
盗,,108,11,,,
盘,,108,11,,,
盙,,108,12,,,
盚,,108,12,,,
盛,,108,11,,,
盜,,108,12,,,
盝,,108,13,,,
盞,,108,13,,,
盟,,108,13,,,
盠,,108,14,,,
盡,,108,14,,,
盢,,108,14,,,
監,,108,14,,,
盤,,108,15,,,
盥,,108,16,,,
盦,,108,16,,,
盧,,108,16,,,
盨,,108,17,,,
盩,,108,17,,,
盪,,108,17,,,
盫,,108,18,,,
盬,,108,18,,,
盭,,108,20,,,
目,,109,5,,,
盯,,109,7,,,
盰,,109,8,,,
盱,,109,8,,,
盲,,109,8,,,
盳,,109,8,,,
直,,109,8,,,
盵,,109,8,,,
盶,,109,9,,,
盷,,109,9,,,
相,,109,9,,,
盹,,109,9,,,
盺,,109,9,,,
盻,,109,9,,,
盼,,109,9,,,
盽,,109,9,,,
盾,,109,9,,,
盿,,109,9,,,
眀,,109,9,,,
省,,109,9,,,
眂,,109,9,,,
眃,,109,9,,,
眄,,109,9,,,
眅,,109,9,,,
眆,,109,9,,,
眇,,109,9,,,
眈,,109,9,,,
眉,,109,9,,,
眊,,109,9,,,
看,,109,9,,,
県,,109,9,,,
眍,,109,9,,,
眎,,109,10,,,
眏,,109,10,,,
眐,,109,10,,,
眑,,109,10,,,
眒,,109,10,,,
眓,,109,10,,,
眔,,109,10,,,
眕,,109,10,,,
眖,,109,10,,,
眗,,109,10,,,
眘,,109,10,,,
眙,,109,10,,,
眚,,109,10,,,
眛,,109,10,,,
眜,,109,10,,,
眝,,109,10,,,
眞,,109,10,,,
真,,109,10,,,
眠,,109,10,,,
眡,,109,10,,,
眢,,109,10,,,
眣,,109,10,,,
眤,,109,10,,,
眥,,109,11,,,
眦,,109,11,,,
眧,,109,10,,,
眨,,109,9,,,
眩,,109,10,,,
眪,,109,10,,,
眫,,109,10,,,
眬,,109,10,,,
眭,,109,11,,,
眮,,109,11,,,
眯,,109,11,,,
眰,,109,11,,,
眱,,109,11,,,
眲,,109,11,,,
眳,,109,11,,,
眴,,109,11,,,
眵,,109,11,,,
眶,,109,11,,,
眷,,109,11,,,
眸,,109,11,,,
眹,,109,11,,,
眺,,109,11,,,
眻,,109,11,,,
眼,,109,11,,,
眽,,109,11,,,
眾,,109,11,,,
眿,,109,10,,,
着,,109,11,,,
睁,,109,11,,,
睂,,109,12,,,
睃,,109,12,,,
睄,,109,12,,,
睅,,109,12,,,
睆,,109,12,,,
睇,,109,12,,,
睈,,109,12,,,
睉,,109,12,,,
睊,,109,12,,,
睋,,109,12,,,
睌,,109,12,,,
睍,,109,12,,,
睎,,109,12,,,
睏,,109,12,,,
睐,,109,12,,,
睑,,109,12,,,
睒,,109,13,,,
睓,,109,13,,,
睔,,109,13,,,
睕,,109,13,,,
睖,,109,13,,,
睗,,109,13,,,
睘,,109,13,,,
睙,,109,13,,,
睚,,109,13,,,
睛,,109,13,,,
睜,,109,13,,,
睝,,109,13,,,
睞,,109,13,,,
睟,,109,13,,,
睠,,109,13,,,
睡,,109,13,,,
睢,,109,13,,,
督,,109,13,,,
睤,,109,13,,,
睥,,109,13,,,
睦,,109,13,,,
睧,,109,13,,,
睨,,109,13,,,
睩,,109,13,,,
睪,,109,13,,,
睫,,109,13,,,
睬,,109,13,,,
睭,,109,13,,,
睮,,109,14,,,
睯,,109,14,,,
睰,,109,13,,,
睱,,109,14,,,
睲,,109,14,,,
睳,,109,14,,,
睴,,109,14,,,
睵,,109,14,,,
睶,,109,14,,,
睷,,109,13,,,
睸,,109,14,,,
睹,,109,13,,,
睺,,109,14,,,
睻,,109,14,,,
睼,,109,14,,,
睽,,109,14,,,
睾,,109,14,,,
睿,,109,14,,,
瞀,,109,14,,,
瞁,,109,14,,,
瞂,,109,14,,,
瞃,,109,14,,,
瞄,,109,13,,,
瞅,,109,14,,,
瞆,,109,14,,,
瞇,,109,14,,,
瞈,,109,15,,,
瞉,,109,15,,,
瞊,,109,15,,,
瞋,,109,15,,,
瞌,,109,15,,,
瞍,,109,14,,,
瞎,,109,15,,,
瞏,,109,15,,,
瞐,,109,15,,,
瞑,,109,15,,,
瞒,,109,15,,,
瞓,,109,15,,,
瞔,,109,16,,,
瞕,,109,16,,,
瞖,,109,16,,,
瞗,,109,16,,,
瞘,,109,16,,,
瞙,,109,15,,,
瞚,,109,16,,,
瞛,,109,16,,,
瞜,,109,16,,,
瞝,,109,15,,,
瞞,,109,16,,,
瞟,,109,16,,,
瞠,,109,16,,,
瞡,,109,16,,,
瞢,,109,15,,,
瞣,,109,16,,,
瞤,,109,17,,,
瞥,,109,16,,,
瞦,,109,17,,,
瞧,,109,17,,,
瞨,,109,17,,,
瞩,,109,17,,,
瞪,,109,17,,,
瞫,,109,17,,,
瞬,,109,17,,,
瞭,,109,17,,,
瞮,,109,17,,,
瞯,,109,17,,,
瞰,,109,16,,,
瞱,,109,15,,,
瞲,,109,17,,,
瞳,,109,17,,,
瞴,,109,17,,,
瞵,,109,17,,,
瞶,,109,17,,,
瞷,,109,17,,,
瞸,,109,17,,,
瞹,,109,18,,,
瞺,,109,18,,,
瞻,,109,18,,,
瞼,,109,18,,,
瞽,,109,18,,,
瞾,,109,18,,,
瞿,,109,18,,,
矀,,109,18,,,
矁,,109,18,,,
矂,,109,18,,,
矃,,109,19,,,
矄,,109,19,,,
矅,,109,19,,,
矆,,109,18,,,
矇,,109,18,,,
矈,,109,19,,,
矉,,109,19,,,
矊,,109,19,,,
矋,,109,19,,,
矌,,109,19,,,
矍,,109,20,,,
矎,,109,19,,,
矏,,109,20,,,
矐,,109,21,,,
矑,,109,21,,,
矒,,109,20,,,
矓,,109,21,,,
矔,,109,22,,,
矕,,109,24,,,
矖,,109,24,,,
矗,,109,24,,,
矘,,109,25,,,
矙,,109,24,,,
矚,,109,26,,,
矛,,110,5,,,
矜,,110,9,,,
矝,,110,10,,,
矞,,110,12,,,
矟,,110,12,,,
矠,,110,13,,,
矡,,110,25,,,
矢,,111,5,,,
矣,,111,7,,,
矤,,111,8,,,
知,,111,8,,,
矦,,111,9,,,
矧,,111,9,,,
矨,,111,9,,,
矩,,111,9,,,
矪,,111,11,,,
矫,,111,11,,,
矬,,111,12,,,
短,,111,12,,,
矮,,111,13,,,
矯,,111,17,,,
矰,,111,17,,,
矱,,111,18,,,
矲,,111,20,,,
石,,112,5,,,
矴,,112,7,,,
矵,,112,7,,,
矶,,112,7,,,
矷,,112,8,,,
矸,,112,8,,,
矹,,112,8,,,
矺,,112,8,,,
矻,,112,8,,,
矼,,112,8,,,
矽,,112,8,,,
矾,,112,8,,,
矿,,112,8,,,
砀,,112,8,,,
码,,112,8,,,
砂,,112,9,,,
砃,,112,9,,,
砄,,112,9,,,
砅,,112,9,,,
砆,,112,9,,,
砇,,112,9,,,
砈,,112,9,,,
砉,,112,9,,,
砊,,112,9,,,
砋,,112,9,,,
砌,,112,9,,,
砍,,112,9,,,
砎,,112,9,,,
砏,,112,9,,,
砐,,112,8,,,
砑,,112,9,,,
砒,,112,9,,,
砓,,112,9,,,
研,,112,9,,,
砕,,112,9,,,
砖,,112,9,,,
砗,,112,9,,,
砘,,112,9,,,
砙,,112,9,,,
砚,,112,9,,,
砛,,112,9,,,
砜,,112,9,,,
砝,,112,10,,,
砞,,112,10,,,
砟,,112,10,,,
砠,,112,10,,,
砡,,112,10,,,
砢,,112,10,,,
砣,,112,10,,,
砤,,112,10,,,
砥,,112,10,,,
砦,,112,11,,,
砧,,112,10,,,
砨,,112,10,,,
砩,,112,10,,,
砪,,112,10,,,
砫,,112,10,,,
砬,,112,10,,,
砭,,112,9,,,
砮,,112,10,,,
砯,,112,10,,,
砰,,112,10,,,
砱,,112,10,,,
砲,,112,10,,,
砳,,112,10,,,
破,,112,10,,,
砵,,112,10,,,
砶,,112,10,,,
砷,,112,10,,,
砸,,112,10,,,
砹,,112,10,,,
砺,,112,10,,,
砻,,112,10,,,
砼,,112,10,,,
砽,,112,10,,,
砾,,112,10,,,
砿,,112,10,,,
