"hanzi","part_symbol","relation","position"
"債","責","component","2"
"傶","亻","component","1"
"傶","戚","component","2"
"傷","亻","component","1"
"傸","亻","component","1"
"傸","爽","component","2"
"傹","亻","component","1"
"傹","竟","component","2"
"傺","亻","component","1"
"傺","祭","component","2"
"傻","亻","component","1"
"傼","亻","component","1"
"傽","亻","component","1"
"傽","章","component","2"
"傾","亻","component","1"
"傾","頃","component","2"
"傿","亻","component","1"
"傿","焉","component","2"
"僀","亻","component","1"
"僀","帶","component","2"
"僁","亻","component","1"
"僁","悉","component","2"
"僂","亻","component","1"
"僂","婁","component","2"
"僃","亻","component","1"
"僃","䓒","component","2"
"僄","亻","component","1"
"僄","票","component","2"
"僅","亻","component","1"
"僅","堇","component","2"
"僆","亻","component","1"
"僆","連","component","2"
"僇","亻","component","1"
"僇","翏","component","2"
"僈","亻","component","1"
"僈","曼","component","2"
"僉","亼","component","1"
"僊","亻","component","1"
"僊","䙴","component","2"
"僋","亻","component","1"
"僋","貪","component","2"
"僌","俥","component","1"
"僌","攵","component","2"
"働","亻","component","1"
"働","動","component","2"
"僎","亻","component","1"
"僎","巽","component","2"
"像","亻","component","1"
"像","象","component","2"
"僐","亻","component","1"
"僐","善","component","2"
"僑","亻","component","1"
"僑","喬","component","2"
"僒","亻","component","1"
"僒","窘","component","2"
"僓","亻","component","1"
"僓","貴","component","2"
"僔","亻","component","1"
"僔","尊","component","2"
"僕","亻","component","1"
"僕","菐","component","2"
"僖","亻","component","1"
"僖","喜","component","2"
"僗","亻","component","1"
"僗","勞","component","2"
"僘","亻","component","1"
"僘","敞","component","2"
"僙","亻","component","1"
"僙","黄","component","2"
"僚","亻","component","1"
"僚","尞","component","2"
"僛","亻","component","1"
"僛","欺","component","2"
"僜","亻","component","1"
"僜","登","component","2"
"僝","亻","component","1"
"僝","孱","component","2"
"僞","亻","component","1"
"僞","爲","component","2"
"僟","亻","component","1"
"僟","幾","component","2"
"僠","亻","component","1"
"僠","番","component","2"
"僡","亻","component","1"
"僡","惠","component","2"
"僢","亻","component","1"
"僢","舜","component","2"
"僣","亻","component","1"
"僣","替","component","2"
"僤","亻","component","1"
"僤","單","component","2"
"僥","亻","component","1"
"僥","堯","component","2"
"僦","亻","component","1"
"僦","就","component","2"
"僧","亻","component","1"
"僧","曽","component","2"
"僨","亻","component","1"
"僨","賁","component","2"
"僩","亻","component","1"
"僩","閒","component","2"
"僪","亻","component","1"
"僪","矞","component","2"
"僫","亻","component","1"
"僫","惡","component","2"
"僬","亻","component","1"
"僬","焦","component","2"
"僭","亻","component","1"
"僭","朁","component","2"
"僮","亻","component","1"
"僮","童","component","2"
"僯","亻","component","1"
"僯","粦","component","2"
"僰","人","component","2"
"僰","朿","component","1"
"僱","亻","component","1"
"僱","雇","component","2"
"僲","亻","component","1"
"僳","亻","component","1"
"僳","粟","component","2"
"僴","亻","component","1"
"僴","間","component","2"
"僵","亻","component","1"
"僵","畺","component","2"
"僶","亻","component","1"
"僶","黽","component","2"
"僷","亻","component","1"
"僷","葉","component","2"
"僸","亻","component","1"
"僸","禁","component","2"
"價","亻","component","1"
"價","賈","component","2"
"僺","亻","component","1"
"僺","喿","component","2"
"僻","亻","component","1"
"僻","辟","component","2"
"僼","亻","component","1"
"僼","豊","component","2"
"僽","亻","component","1"
"僽","愁","component","2"
"僾","亻","component","1"
"僾","愛","component","2"
"僿","亻","component","1"
"僿","塞","component","2"
"儀","亻","component","1"
"儀","義","component","2"
"儁","亻","component","1"
"儁","雋","component","2"
"儂","亻","component","1"
"儂","農","component","2"
"儃","亶","component","2"
"儃","亻","component","1"
"億","亻","component","1"
"億","意","component","2"
"儅","亻","component","1"
"儅","當","component","2"
"儆","亻","component","1"
"儆","敬","component","2"
"儇","亻","component","1"
"儇","睘","component","2"
"儈","亻","component","1"
"儈","會","component","2"
"儉","亻","component","1"
"儉","僉","component","2"
"儊","亻","component","1"
"儊","楚","component","2"
"儋","亻","component","1"
"儋","詹","component","2"
"儌","亻","component","1"
"儌","敫","component","2"
"儍","亻","component","1"
"儎","亻","component","1"
"儎","載","component","2"
"儏","亻","component","1"
"儏","粲","component","2"
"儐","亻","component","1"
"儐","賓","component","2"
"儑","亻","component","1"
"儑","㬎","component","2"
"儒","亻","component","1"
"儒","需","component","2"
"儓","亻","component","1"
"儓","臺","component","2"
"儔","亻","component","1"
"儔","壽","component","2"
"儕","亻","component","1"
"儕","齊","component","2"
"儖","亻","component","1"
"儖","監","component","2"
"儗","亻","component","1"
"儗","疑","component","2"
"儘","亻","component","1"
"儘","盡","component","2"
"儙","亻","component","1"
"儙","遣","component","2"
"儚","亻","component","1"
"儚","夢","component","2"
"儛","亻","component","1"
"儛","舞","component","2"
"儜","亻","component","1"
"儜","寧","component","2"
"儝","亻","component","1"
"儝","榮","component","2"
"儞","亻","component","1"
"儞","爾","component","2"
"償","亻","component","1"
"償","賞","component","2"
"儠","亻","component","1"
"儠","巤","component","2"
"儡","亻","component","1"
"儡","畾","component","2"
"儢","亻","component","1"
"儢","慮","component","2"
"儣","亻","component","1"
"儣","廣","component","2"
"儤","亻","component","1"
"儤","暴","component","2"
"儥","亻","component","1"
"儥","賣","component","2"
"儦","亻","component","1"
"儦","麃","component","2"
"儧","亻","component","1"
"儧","賛","component","2"
"儨","亻","component","1"
"儨","質","component","2"
"儩","亻","component","1"
"儩","賜","component","2"
"優","亻","component","1"
"優","憂","component","2"
"儫","亻","component","1"
"儫","豪","component","2"
"儬","亻","component","1"
"儬","靚","component","2"
"儭","亻","component","1"
"儭","親","component","2"
"儮","亻","component","1"
"儮","歷","component","2"
"儯","亻","component","1"
"儯","駦","component","2"
"儰","亻","component","1"
"儰","蒍","component","2"
"儱","亻","component","1"
"儱","龍","component","2"
"儲","亻","component","1"
"儲","諸","component","2"
"儳","亻","component","1"
"儳","毚","component","2"
"儴","亻","component","1"
"儴","襄","component","2"
"儵","攸","component","1"
"儵","黑","component","2"
"儶","亻","component","1"
"儶","巂","component","2"
"儷","亻","component","1"
"儷","麗","component","2"
"儸","亻","component","1"
"儸","羅","component","2"
"儹","亻","component","1"
"儹","贊","component","2"
"儺","亻","component","1"
"儺","難","component","2"
"儻","亻","component","1"
"儻","黨","component","2"
"儼","亻","component","1"
"儼","嚴","component","2"
"儽","亻","component","1"
"儽","纍","component","2"
"儾","亻","component","1"
"儾","囊","component","2"
"兀","一","component","1"
"兀","儿","component","2"
"允","儿","component","2"
"允","厶","component","1"
"元","一","component","1"
"元","兀","component","2"
"兄","儿","component","2"
"兄","口","component","1"
"充","亠","component","1"
"充","允","component","2"
"兇","儿","component","2"
"兇","凶","component","1"
"先","儿","component","2"
"先","牛","component","1"
"光","兀","component","1"
"兊","允","component","2"
"兊","八","component","1"
"克","儿","component","2"
"克","古","component","1"
"兌","兄","component","2"
"兌","八","component","1"
"兎","丿","component","1"
"兏","厂","component","1"
"児","儿","component","2"
"児","旧","component","1"
"兑","丷","component","1"
"兑","兄","component","2"
"兒","儿","component","2"
"兒","臼","component","1"
"兓","旡","component","1"
"兔","丶","component","2"
"兔","免","component","1"
"兕","儿","component","2"
"兕","凹","component","1"
"兖","允","component","2"
"兖","六","component","1"
"兗","兄","component","2"
"兗","六","component","1"
"兘","元","component","1"
"兘","台","component","2"
"兙","克","component","1"
"兙","十","component","2"
"党","兄","component","2"
"党","小","component","1"
"兛","克","component","1"
"兛","千","component","2"
"兜","儿","component","1"
"兝","克","component","1"
"兝","分","component","2"
"兞","克","component","1"
"兞","毛","component","2"
"兟","先","component","1"
"兠","儿","component","1"
"兡","克","component","1"
"兡","百","component","2"
"兢","克","component","1"
"兣","克","component","1"
"兣","厘","component","2"
"兤","光","component","1"
"兤","廣","component","2"
"兦","入","component","1"
"內","入","component","2"
"內","冂","component","1"
"全","入","component","1"
"全","王","component","2"
"兩","帀","component","1"
"兪","亼","component","1"
"公","八","component","1"
"公","厶","component","2"
"六","亠","component","1"
"六","八","component","2"
"兮","丂","component","2"
"兮","八","component","1"
"兯","丷","component","1"
"兯","卩","component","2"
"兰","三","component","2"
"兰","丷","component","1"
"共","廾","component","2"
"共","廿","component","1"
"兲","八","component","2"
"兲","王","component","1"
"关","丷","component","1"
"关","天","component","2"
"兵","丘","component","1"
"兵","八","component","2"
"具","一","component","2"
"具","貝","component","1"
"兹","䒑","component","1"
"兺","分","component","1"
"兺","叱","component","2"
"养","介","component","1"
"兾","丷","component","1"
"兾","異","component","2"
"冀","北","component","1"
"冀","異","component","2"
"冁","单","component","1"
"冁","展","component","2"
"冃","二","component","2"
"冃","冂","component","1"
"冄","二","component","2"
"冄","冂","component","1"
"内","人","component","2"
"内","冂","component","1"
"円","丄","component","2"
"円","冂","component","1"
"冇","冂","component","1"
"冈","乂","component","2"
"冈","冂","component","1"
"冉","冂","component","1"
"冉","土","component","2"
"冊","冂","component","1"
"冊","廾","component","2"
"冋","冂","component","1"
"冋","囗","component","2"
"再","一","component","1"
"再","冉","component","2"
"冏","冂","component","1"
"冏","㕣","component","2"
"冐","冃","component","1"
"冐","月","component","2"
"冑","冃","component","2"
"冑","由","component","1"
"冒","冃","component","1"
"冒","目","component","2"
"冓","井","component","1"
"冓","再","component","2"
"冔","冃","component","1"
"冔","吁","component","2"
"冕","免","component","2"
"冕","冃","component","1"
"冗","冖","component","1"
"冗","几","component","2"
"冘","儿","component","2"
"冘","冖","component","1"
"写","与","component","2"
"写","冖","component","1"
"冚","冖","component","1"
"冚","山","component","2"
